stock_id,date,close
00834B,20260717,34.56
00836B,20260717,28.84
00840B,20260717,29.95
00841B,20260717,28.88
00842B,20260717,30.19
00844B,20260717,31.9
00845B,20260717,33.82
00846B,20260717,36.52
00847B,20260717,25.94
00848B,20260717,34.33
00849B,20260717,37.95
00850,20260722,88.4
00851,20260722,71.15
00852L,20260722,34.79
00853B,20260717,27.74
00856B,20260717,38.31
00857B,20260717,23.33
00858,20260709,36.74
00859B,20260717,41.59
00860B,20260717,38.86
00861,20260722,88.1
00862B,20260717,31.72
00863B,20260717,31.97
00864B,20260717,47.22
00865B,20260722,49.45
00867B,20260709,31.06
00870B,20260717,28.7
00875,20260722,52.1
00876,20260722,91.1
00877,20260709,43.88
00878,20260722,32.72
00881,20260722,52.1
00882,20260722,14.99
00884B,20260717,29.59
00885,20260722,17.52
00886,20260709,45.5
00887,20260709,19.31
00888,20260709,36.87
00890B,20260717,32.33
00891,20260722,35.1
00892,20260722,39.99
00893,20260722,45.35
00894,20260722,46.51
00895,20260722,50.55
00896,20260722,27.12
00897,20260722,11.13
00898,20260722,9.4
00899,20260722,24.8
00900,20260722,18.45
00901,20260722,44.62
00902,20260722,12.64
00903,20260722,21.12
00904,20260722,40.0
00905,20260722,25.7
00907,20260722,16.53
00908,20260722,15.71
00909,20260722,47.22
00910,20260722,57.0
00911,20260722,56.35
00912,20260722,32.54
00913,20260722,50.1
00915,20260722,31.48
00916,20260722,26.43
00917,20260722,23.67
00918,20260722,32.4
00919,20260722,29.46
00920,20260722,24.76
00921,20260722,23.4
00922,20260722,39.8
00923,20260722,41.08
00924,20260722,32.79
00926,20260722,25.72
00927,20260722,37.2
00928,20260709,36.94
00929,20260722,29.0
00930,20260722,24.24
00931B,20260717,13.51
00932,20260722,17.4
00933B,20260717,16.09
00934,20260722,27.3
00935,20260722,57.0
00936,20260722,20.34
00937B,20260717,14.83
00938,20260722,24.58
00939,20260722,21.68
00940,20260722,12.28
00941,20260722,27.02
00942B,20260717,14.29
00943,20260722,21.74
00944,20260722,21.07
00945B,20260722,14.68
00946,20260722,14.96
00947,20260722,35.55
00948B,20260717,9.47
00949,20260722,20.79
00950B,20260717,14.17
00951,20260722,18.61
00952,20260722,17.96
00953B,20260722,9.82
00954,20260722,19.86
00955,20260709,14.18
00956,20260722,12.68
00957B,20260717,13.46
00958B,20260717,9.38
00959B,20260717,9.42
00960,20260722,18.4
00961,20260722,12.69
00962,20260722,14.83
00963,20260722,13.25
00964,20260722,13.98
00965,20260722,24.71
00966B,20260717,13.98
00967B,20260717,9.25
00968B,20260717,9.32
00969B,20260717,8.38
00970B,20260717,9.38
00971,20260722,17.06
00972,20260722,20.73
009800,20260722,13.05
009801,20260722,12.43
009802,20260722,18.8
009803,20260722,20.83
009804,20260722,21.7
009805,20260722,16.4
009806,20260709,13.45
009807,20260709,16.64
009808,20260722,30.53
009809,20260722,17.52
00980A,20260722,23.0
00980B,20260717,9.5
00980D,20260717,20.52
00980T,20260717,11.75
009810,20260722,20.93
009811,20260722,13.18
009812,20260722,12.6
009813,20260722,11.25
009814,20260709,11.2
