stock_id,date,close
6526,20260722,591.0
6531,20260722,908.0
6533,20260722,234.5
6534,20260722,91.7
6541,20260722,40.0
6550,20260722,12.05
6552,20260722,25.95
6558,20260722,27.7
6573,20260722,21.7
6579,20260722,167.0
6581,20260722,107.0
6582,20260722,32.25
6585,20260722,127.0
6589,20260722,46.6
6591,20260722,45.0
6592,20260722,60.5
6592A,20260722,95.0
6592B,20260722,94.9
6598,20260722,27.85
6605,20260722,135.5
6606,20260722,25.7
6614,20260722,38.35
6625,20260722,75.1
6641,20260722,17.95
6645,20260722,13.35
6655,20260722,118.0
6657,20260722,35.85
6658,20260722,162.5
6666,20260722,44.55
6668,20260722,34.1
6669,20260722,5500.0
6670,20260722,262.5
6671,20260722,24.0
6672,20260722,235.0
6674,20260722,16.2
6689,20260722,62.0
6691,20260722,726.0
6695,20260722,55.9
6698,20260722,35.15
6706,20260722,116.5
6715,20260722,387.0
6719,20260722,246.5
6722,20260722,34.85
6742,20260722,44.85
6743,20260722,30.05
6753,20260722,144.5
6754,20260722,42.15
6756,20260722,95.8
6757,20260722,56.9
6768,20260722,69.8
6770,20260722,67.9
6771,20260722,38.35
6776,20260722,55.1
6781,20260722,1005.0
6782,20260722,188.5
6789,20260722,492.0
6790,20260722,38.5
6792,20260722,54.3
6794,20260722,77.9
6796,20260722,59.4
6799,20260722,84.8
6805,20260722,1395.0
6806,20260622,3.51
6807,20260722,34.2
6830,20260722,370.5
6831,20260722,635.0
6834,20260722,100.5
6835,20260722,31.75
6838,20260722,23.85
6854,20260722,101.0
6861,20260722,218.0
6862,20260722,152.5
6863,20260722,105.5
6869,20260722,68.7
6873,20260722,87.6
6885,20260722,20.85
6887,20260722,37.8
6890,20260722,171.0
6901,20260722,17.5
6902,20260722,122.0
6906,20260722,72.4
6908,20260722,35.85
6909,20260722,43.55
6914,20260722,144.5
6916,20260722,19.85
6918,20260722,72.9
6919,20260722,104.0
6921,20260722,63.4
6923,20260722,79.2
6924,20260722,106.5
6928,20260722,54.9
6931,20260722,39.25
6933,20260722,165.0
6934,20260722,78.0
6936,20260722,31.75
6937,20260722,288.0
6944,20260722,1030.0
6949,20260722,1010.0
6951,20260722,71.8
6952,20260722,35.2
6955,20260722,114.0
6957,20260722,252.5
6958,20260722,17.75
6958A,20260722,18.45
6962,20260722,33.55
6965,20260722,78.4
6969,20260722,31.9
6988,20260722,12.8
6994,20260722,41.1
72348U,20260717,0.06
72414U,20260717,2.73
72479U,20260717,0.01
72485U,20260717,0.02
72523U,20260717,0.41
72572U,20260717,0.2
72577U,20260717,0.02
72587U,20260717,0.8
72597U,20260717,0.01
72600U,20260717,0.03
72602U,20260717,0.32
72609U,20260717,0.48
72610U,20260717,0.96
72614U,20260717,0.25
72629U,20260717,0.24
72638U,20260717,0.76
72650U,20260717,0.56
72651U,20260717,0.39
72665U,20260717,0.01
72667U,20260717,1.11
72688U,20260717,0.09
72690U,20260717,0.01
72691U,20260717,0.03
72692U,20260717,0.1
72693U,20260717,0.38
72697U,20260717,0.17
72700U,20260717,0.02
72704U,20260717,2.71
72707U,20260717,0.28
72720U,20260717,0.01
72724U,20260717,0.08
72730U,20260717,0.05
72733U,20260717,0.17
72735U,20260717,0.72
72737U,20260717,2.74
72740U,20260717,1.09
72741U,20260717,1.48
72748U,20260717,1.82
72749U,20260717,1.34
72757U,20260717,0.12
72760U,20260717,0.27
72763U,20260717,0.27
72769U,20260717,0.37
72770U,20260717,0.07
72771U,20260717,0.06
72772U,20260717,0.6
72774U,20260717,0.14
72778U,20260717,0.45
72779U,20260717,1.15
72780U,20260717,0.02
72781U,20260717,1.3
72782U,20260717,0.6
72785U,20260717,0.06
72787U,20260717,0.25
72788U,20260717,0.21
72792U,20260717,1.77
72793U,20260717,0.27
72794U,20260717,1.86
72797U,20260717,1.36
72799U,20260717,0.61
72802U,20260717,0.89
72804U,20260717,0.03
72806U,20260717,1.08
72807U,20260717,2.09
72808U,20260717,1.64
72813U,20260717,0.57
72814U,20260717,1.04
72815U,20260717,2.03
72816U,20260717,2.42
72817U,20260717,1.2
72818U,20260717,0.22
72821U,20260717,0.51
72822U,20260717,0.34
72823U,20260717,0.05
72824U,20260717,0.43
72829U,20260717,0.98
72830U,20260717,0.47
72831U,20260717,0.02
72835U,20260717,0.15
72836U,20260717,0.71
72839U,20260717,0.52
72840U,20260717,0.16
72842U,20260717,1.48
72843U,20260717,0.27
72845U,20260717,0.88
72847U,20260717,0.4
72849U,20260717,0.12
72850U,20260717,0.56
72851U,20260717,0.29
72852U,20260717,0.86
72853U,20260717,1.51
72854U,20260717,0.35
72855U,20260717,1.49
72856U,20260717,0.19
72857U,20260717,1.26
72858U,20260717,0.97
72859U,20260717,0.53
72860U,20260717,1.34
72862U,20260717,0.49
72863U,20260717,0.28
72864U,20260717,0.85
72865U,20260717,0.5
72866U,20260717,0.88
72867U,20260717,0.86
72868U,20260717,1.77
72869U,20260717,1.68
72870U,20260717,0.74
72871U,20260717,1.1
72872U,20260717,0.61
72874U,20260717,1.08
72875U,20260717,0.91
72876U,20260717,0.54
72877U,20260717,1.64
72878U,20260717,2.32
72879U,20260717,0.69
72882U,20260717,0.32
72883U,20260717,0.5
72885U,20260717,0.32
72886U,20260717,1.7
72887U,20260717,0.15
72888U,20260717,0.99
72889U,20260717,0.89
72890U,20260717,0.51
72892U,20260717,3.71
72893U,20260717,0.77
72894U,20260717,1.04
72896U,20260717,0.55
72898U,20260717,0.66
72899U,20260717,1.73
72900U,20260717,1.09
72901U,20260717,1.16
72902U,20260717,0.7
72903U,20260717,1.57
72904U,20260717,2.04
72905U,20260717,1.85
72909U,20260717,0.85
72910U,20260717,0.47
72911U,20260717,1.3
72912U,20260717,2.08
72914U,20260717,1.59
72916U,20260717,0.71
72917U,20260717,1.27
72918U,20260717,1.05
72919U,20260717,1.2
72920U,20260717,2.58
72921U,20260717,1.62
72922U,20260717,0.87
72923U,20260717,4.0
72924U,20260717,1.2
72925U,20260717,1.04
72926U,20260717,1.65
72927U,20260717,1.93
72928U,20260717,1.25
72931U,20260717,3.56
72932U,20260717,2.19
72934U,20260717,1.66
72936U,20260717,2.47
72937U,20260717,1.58
72938U,20260717,1.46
72939U,20260717,1.39
72941U,20260717,1.47
72942U,20260717,1.62
72943U,20260717,1.77
72944U,20260717,1.64
72945U,20260717,2.52
72946U,20260717,1.73
72947U,20260717,0.77
72948U,20260717,2.04
72949U,20260717,2.42
72951U,20260717,2.03
72952U,20260717,1.61
72953U,20260717,1.71
72954U,20260717,1.36
72955U,20260717,1.81
72957U,20260717,1.52
72962U,20260717,1.38
7610,20260722,1835.0
7631,20260722,139.0
7705,20260722,30.4
7711,20260722,308.5
7721,20260722,63.1
7722,20260722,312.5
7730,20260722,169.0
7732,20260722,35.8
7736,20260722,70.2
7740,20260722,163.0
7749,20260722,368.0
7750,20260722,2030.0
7760,20260722,34.85
7765,20260722,227.0
7768,20260722,296.0
7769,20260722,6405.0
7780,20260722,17.3
7786,20260722,131.0
7788,20260722,239.5
7791,20260722,62.1
7795,20260722,434.0
7799,20260722,410.0
7803,20260722,21.1
7818,20260722,69.0
7821,20260722,40.5
7822,20260722,881.0
7823,20260722,83.1
7827,20260722,155.0
8011,20260722,16.45
8016,20260722,299.5
8021,20260722,418.5
8028,20260722,308.0
8033,20260722,196.5
8039,20260722,233.0
8045,20260722,62.5
8046,20260722,1305.0
8070,20260722,49.0
8072,20260722,27.4
8081,20260722,253.0
8101,20260722,13.9
8103,20260722,80.0
8104,20260722,34.3
8105,20260722,17.8
8110,20260722,44.35
8112,20260722,88.1
8112A,20260722,45.1
8114,20260722,221.0
8131,20260722,71.8
8150,20260722,100.0
8162,20260722,64.5
8163,20260722,32.85
8201,20260722,12.1
8210,20260722,1150.0
8213,20260722,32.25
8215,20260722,25.1
8222,20260722,39.9
8249,20260722,44.2
8261,20260722,254.0
8271,20260722,196.5
8341,20260722,75.7
8367,20260722,40.35
8374,20260722,79.0
8404,20260722,16.95
8411,20260722,12.95
8422,20260722,26.0
8429,20260722,6.11
8438,20260722,70.2
8442,20260722,45.1
8443,20260722,11.35
8454,20260722,248.0
8462,20260722,156.0
8463,20260722,21.3
8464,20260722,363.0
8466,20260722,17.5
8467,20260722,105.0
8473,20260722,44.5
8476,20260722,23.25
8478,20260722,152.0
8481,20260722,40.2
8482,20260722,47.85
8487,20260722,75.2
8488,20260722,10.1
8499,20260722,269.5
8926,20260722,64.7
8940,20260722,16.1
8996,20260722,1080.0
9103,20260722,5.5
910322,20260722,23.35
9105,20260722,8.68
910861,20260722,4.03
9110,20260722,3.15
911608,20260722,2.83
911622,20260722,3.71
911868,20260722,1.2
912000,20260722,2.84
9136,20260722,11.1
9802,20260722,73.9
9902,20260722,13.8
9904,20260722,24.25
9905,20260722,20.6
9906,20260722,40.15
9907,20260722,15.15
9908,20260722,29.0
9910,20260722,68.3
9911,20260722,82.4
9912,20260722,12.45
9914,20260722,79.3
9917,20260722,107.5
9918,20260722,43.5
9919,20260722,14.5
9921,20260722,84.6
9924,20260722,39.7
9925,20260722,41.2
9926,20260722,49.05
9927,20260722,69.4
9928,20260722,18.05
9929,20260722,11.6
9930,20260722,62.8
9931,20260722,33.6
9933,20260722,40.15
9934,20260722,10.9
9935,20260722,19.35
9937,20260722,55.1
9938,20260722,47.1
9939,20260722,132.0
9940,20260722,20.15
9941,20260722,82.0
9941A,20260722,50.8
9942,20260722,123.5
9943,20260722,52.8
9944,20260722,18.25
9945,20260722,26.4
9946,20260722,18.25
9955,20260722,24.5
9958,20260722,115.5
