symbol,name,current_ind,csv_ind,source
72866U,旺矽凱基5A售06,其他等,,none
72622U,精測群益62售02,其他等,,none
72990U,中美晶元大61售09,其他等,,none
73070U,精材群益69售01,其他等,,none
00856B,永豐1-3年美公債,其他等,,none
8349A,恒耀甲特,其他等,,none
73065U,環球晶台新63售01,其他等,,none
73083U,信驊凱基63售06,其他等,,none
72994U,元太凱基61售07,其他等,,none
73022U,威剛元大63售03,其他等,,none
020037,元大金融高股息N,其他等,,none
72901U,德微國票5C售05,其他等,,none
72843U,精材群益63售01,其他等,,none
73042U,穩懋凱基63售06,其他等,,none
72949U,威剛元大61售06,其他等,,none
72919U,順達台新5C售01,其他等,,none
72882U,環球晶台新5B售03,其他等,,none
73013U,威剛元大63售02,其他等,,none
72861U,華電網凱基5A售01,其他等,,none
73089U,信驊群益63售04,其他等,,none
73078U,擎亞台新63售02,其他等,,none
73071U,雙鴻群益63售09,其他等,,none
72868U,富喬群益5C售01,其他等,,none
72942U,家登群益61售03,其他等,,none
73088U,信驊群益63售03,其他等,,none
72883U,環球晶國票5B售02,其他等,,none
73014U,家登凱基63售02,其他等,,none
72985U,中美晶國票63售01,其他等,,none
72989U,廣穎國票61售01,其他等,,none
020031,統一IC設計臺灣N,其他等,,none
020029,元大ESG高股息N,其他等,,none
00643K,群益深証中小+R,其他等,,none
72972U,雙鴻群益61售03,其他等,,none
72961U,群聯凱基61售10,其他等,,none
72902U,擎亞國票5B售03,其他等,,none
73053U,頎邦台新62售02,其他等,,none
72917U,威剛凱基5B售09,其他等,,none
73023U,雙鴻凱基63售07,其他等,,none
72888U,德微群益5B售02,其他等,,none
72894U,世界群益62售01,其他等,,none
73020U,雙鴻元大63售07,其他等,,none
72948U,精材群益63售02,其他等,,none
72954U,群聯中信61售02,其他等,,none
73076U,雙鴻凱基63售17,其他等,,none
72946U,世界群益61售03,其他等,,none
72931U,群聯群益5C售10,其他等,,none
73081U,昇達科台新63售02,其他等,,none
72933U,世界群益66售01,其他等,,none
72959U,雙鴻群益63售03,其他等,,none
73095U,穩懋國票65售01,其他等,,none
73005U,群聯國票62售01,其他等,,none
72973U,M31國票61售02,其他等,,none
72939U,威剛國票62售01,其他等,,none
72853U,信驊元大5A售01,其他等,,none
72859U,弘塑國票5B售02,其他等,,none
72970U,雙鴻國票61售02,其他等,,none
73027U,萬潤國票66售02,其他等,,none
72907U,群聯富邦61售05,其他等,,none
73096U,穩懋國票69售01,其他等,,none
73046U,中美晶中信62售02,其他等,,none
72938U,世界國票62售01,其他等,,none
72922U,威剛凱基5C售05,其他等,,none
72875U,威剛凱基5B售05,其他等,,none
72975U,譜瑞國票61售01,其他等,,none
72854U,信驊永豐61售01,其他等,,none
73075U,環球晶台新63售04,其他等,,none
72934U,精材群益66售01,其他等,,none
73045U,蜜望實國票63售02,其他等,,none
73099U,弘塑國票65售02,其他等,,none
72879U,世界凱基5B售02,其他等,,none
73090U,竹陞國票67售01,其他等,,none
73074U,精材台新63售05,其他等,,none
72870U,群聯國票5B售06,其他等,,none
72903U,群聯凱基5B售08,其他等,,none
00657K,國泰日經225+U,其他等,,none
72992U,中美晶富邦67售02,其他等,,none
73102U,萊德光國票65售01,其他等,,none
00668K,國泰美國道瓊+U,其他等,,none
72986U,元太國票61售02,其他等,,none
72955U,宜鼎國票61售03,其他等,,none
72614U,富喬中信5C售02,其他等,,none
73084U,信驊富邦66售02,其他等,,none
72733U,中探針群益62售01,其他等,,none
73010U,頎邦國票64售03,其他等,,none
72629U,櫃200群益5B售02,其他等,,none
73056U,沛亨國票68售01,其他等,,none
73037U,富喬國票65售01,其他等,,none
72863U,蜜望實國票5A售03,其他等,,none
73018U,群聯國票66售02,其他等,,none
00636K,國泰中國A50+U,其他等,,none
73058U,頎邦群益62售03,其他等,,none
72827U,元太群益5B售02,其他等,,none
72692U,信驊群益61售02,其他等,,none
72836U,東捷群益5B售01,其他等,,none
72876U,合晶台新5B售05,其他等,,none
72880U,良維國票5C售02,其他等,,none
72737U,雙鴻群益5A售04,其他等,,none
72782U,環球晶群益62售01,其他等,,none
72837U,鈊象群益59售04,其他等,,none
00625K,富邦上証+R,其他等,,none
020011,統一微波高息20N,其他等,,none
020012,富邦行動通訊N,其他等,,none
020032,元大綠能N,其他等,,none
020036,元大金融配息N,其他等,,none
020038,元大ESG配息N,其他等,,none
2891C,中信金丙特,其他等,,none
6592B,和潤企業乙特,其他等,,none
020035,元大上櫃ESG高息N,其他等,,none
72328U,環球晶群益59售01,其他等,,none
72348U,良維群益59售01,其他等,,none
72400U,博智群益5A售02,其他等,,none
72414U,振曜群益5A售01,其他等,,none
72479U,擎亞群益5B售01,其他等,,none
72485U,信驊群益5B售01,其他等,,none
72501U,雙鴻中信5B售02,其他等,,none
72523U,新應材群益5B售01,其他等,,none
72572U,精測群益62售01,其他等,,none
72587U,華電網國票5A售01,其他等,,none
72638U,譜瑞群益5C售01,其他等,,none
72650U,雙鴻群益59售01,其他等,,none
72691U,信驊群益5B售03,其他等,,none
72697U,穩懋凱基59售04,其他等,,none
72700U,博智凱基59售03,其他等,,none
72704U,點序群益61售01,其他等,,none
72713U,世界群益5B售01,其他等,,none
72724U,信驊國票5B售01,其他等,,none
72735U,世界群益5A售01,其他等,,none
72736U,精材群益5A售04,其他等,,none
72747U,閎康群益5A售02,其他等,,none
72748U,精測群益5A售02,其他等,,none
72754U,博智群益62售02,其他等,,none
72759U,茂迪凱基59售01,其他等,,none
72763U,譜瑞國票59售02,其他等,,none
72766U,富喬群益5A售02,其他等,,none
72774U,信驊永豐5A售01,其他等,,none
72781U,系統電國票5A售01,其他等,,none
72785U,旺矽富邦5A售02,其他等,,none
72790U,閎康群益63售01,其他等,,none
72791U,榮剛群益63售01,其他等,,none
72794U,雙鴻凱基5A售02,其他等,,none
72795U,神盾群益61售01,其他等,,none
72797U,台特化國票5A售02,其他等,,none
72798U,宏觀國票5A售01,其他等,,none
72799U,雙鴻國票5A售01,其他等,,none
72800U,信驊永豐5B售01,其他等,,none
72807U,新應材國泰5A售01,其他等,,none
72808U,新應材國票5A售03,其他等,,none
72809U,萬泰科國票5A售02,其他等,,none
72810U,鑫聯國票5A售02,其他等,,none
72812U,茂迪國票5A售03,其他等,,none
72813U,宜鼎群益5B售03,其他等,,none
72817U,雙鴻台新59售03,其他等,,none
72818U,信驊永豐5C售01,其他等,,none
72819U,鑫科國票59售02,其他等,,none
72820U,鑫聯國票5A售03,其他等,,none
72821U,信驊元大59售04,其他等,,none
72822U,信驊元大59售05,其他等,,none
72823U,弘塑凱基59售05,其他等,,none
72824U,亞泰國票59售03,其他等,,none
72825U,頎邦元富59售03,其他等,,none
72826U,頎邦元富59售06,其他等,,none
72828U,台燿群益5B售01,其他等,,none
72829U,宏捷科群益5C售01,其他等,,none
72830U,元太凱基5B售03,其他等,,none
72831U,台燿凱基59售05,其他等,,none
72833U,台燿元富59售04,其他等,,none
72834U,台燿中信59售08,其他等,,none
72835U,東捷群益59售03,其他等,,none
72838U,鈊象群益5B售02,其他等,,none
72839U,台燿元大59售25,其他等,,none
72840U,世界群益5B售04,其他等,,none
72841U,神盾群益5C售01,其他等,,none
72842U,鈊象群益63售01,其他等,,none
72844U,雙鴻群益59售15,其他等,,none
72845U,雙鴻凱基5A售04,其他等,,none
72846U,鈊象凱基5A售02,其他等,,none
72847U,印能國票5A售04,其他等,,none
72848U,雙鴻群益5A售06,其他等,,none
72849U,印能凱基5A售04,其他等,,none
72850U,印能國票5A售05,其他等,,none
72851U,矽科國票5B售02,其他等,,none
72852U,旺矽元大5A售03,其他等,,none
72856U,頎邦凱基5A售03,其他等,,none
72857U,雙鴻元大5A售06,其他等,,none
72858U,巨漢國票5A售02,其他等,,none
72860U,弘塑元大5A售03,其他等,,none
72862U,群聯國票5B售02,其他等,,none
72864U,群聯凱基5A售03,其他等,,none
72865U,信驊永豐5B售03,其他等,,none
72871U,群聯群益61售02,其他等,,none
72872U,聖暉*台新5B售01,其他等,,none
72873U,威剛國票5C售02,其他等,,none
72874U,威剛群益5C售02,其他等,,none
72877U,群聯台新5B售07,其他等,,none
72881U,鈊象台新5B售03,其他等,,none
72884U,鈊象群益61售01,其他等,,none
72885U,中美晶群益5B售02,其他等,,none
72886U,群聯群益5B售06,其他等,,none
72887U,精材群益5B售05,其他等,,none
72889U,新盛力群益5B售04,其他等,,none
72890U,廣穎群益5B售03,其他等,,none
72891U,世界台新5B售03,其他等,,none
72892U,台特化台新5B售04,其他等,,none
72893U,威剛中信64售01,其他等,,none
72895U,台特化群益5B售01,其他等,,none
72897U,精材群益5B售08,其他等,,none
72899U,立敦台新5B售04,其他等,,none
72900U,德微國票5C售04,其他等,,none
72904U,欣銓台新5B售05,其他等,,none
72905U,臺慶科台新5B售05,其他等,,none
72906U,博智群益5B售04,其他等,,none
72910U,精材台新5B售06,其他等,,none
72911U,威剛元大5B售16,其他等,,none
72912U,良維群益61售02,其他等,,none
72913U,威剛群益5B售04,其他等,,none
72915U,威剛群益61售03,其他等,,none
72916U,中美晶凱基5B售06,其他等,,none
72918U,威剛永豐61售03,其他等,,none
72920U,佳邦群益5C售01,其他等,,none
72923U,宜鼎台新5C售05,其他等,,none
72924U,台半群益5C售03,其他等,,none
72926U,臺慶科凱基5C售03,其他等,,none
72927U,聖暉*台新5C售05,其他等,,none
72929U,臺慶科台新5C售02,其他等,,none
72930U,威剛群益5C售08,其他等,,none
72932U,威剛國泰61售02,其他等,,none
72935U,世界台新5C售02,其他等,,none
72937U,元太國票62售01,其他等,,none
72940U,臺慶科國票62售01,其他等,,none
72943U,頎邦國票61售01,其他等,,none
72944U,中光電台新61售03,其他等,,none
72947U,台星科群益61售02,其他等,,none
72951U,中光電台新61售05,其他等,,none
72957U,良維群益63售01,其他等,,none
72958U,群聯群益63售02,其他等,,none
72960U,良維凱基61售03,其他等,,none
72962U,宜鼎群益67售01,其他等,,none
72963U,中美晶國票61售06,其他等,,none
72964U,中美晶國票64售02,其他等,,none
72967U,順達國票61售03,其他等,,none
72968U,群聯國票64售01,其他等,,none
72969U,聖暉*國票61售05,其他等,,none
72971U,良維群益67售01,其他等,,none
72974U,威剛國票65售01,其他等,,none
72978U,威剛凱基61售06,其他等,,none
72979U,群聯台新61售07,其他等,,none
72980U,頎邦凱基61售05,其他等,,none
72981U,欣銓國票61售04,其他等,,none
72982U,華景電國票61售02,其他等,,none
72983U,家登群益63售02,其他等,,none
72984U,凡甲國票61售01,其他等,,none
72987U,宜特國票61售02,其他等,,none
72991U,群聯元大61售20,其他等,,none
72993U,中美晶凱基63售03,其他等,,none
72995U,群聯凱基63售03,其他等,,none
72997U,良維國票61售02,其他等,,none
72998U,新普國票61售02,其他等,,none
72999U,世界國票62售02,其他等,,none
73000U,宜鼎國票63售01,其他等,,none
73001U,欣銓國票63售01,其他等,,none
73002U,順達國票63售01,其他等,,none
73003U,鈊象國票62售01,其他等,,none
73004U,群翊國票62售01,其他等,,none
73006U,雙鴻國票63售01,其他等,,none
73007U,世界凱基63售03,其他等,,none
73008U,中美晶國票64售03,其他等,,none
73009U,光焱國票65售01,其他等,,none
73011U,中美晶國票66售01,其他等,,none
73012U,威剛國票65售02,其他等,,none
73015U,新應材凱基63售04,其他等,,none
73016U,宜鼎國票66售02,其他等,,none
73017U,順達國票66售01,其他等,,none
73019U,雙鴻國票66售02,其他等,,none
73025U,朋億*國票66售02,其他等,,none
73026U,金山電國票68售01,其他等,,none
73028U,萬潤國票68售02,其他等,,none
73029U,聖暉*國票66售01,其他等,,none
73030U,中美晶台新62售02,其他等,,none
73031U,威剛凱基63售05,其他等,,none
73032U,M31國票66售01,其他等,,none
73034U,中美晶凱基64售03,其他等,,none
73035U,群聯永豐64售12,其他等,,none
73038U,中美晶群益63售03,其他等,,none
73044U,宏捷科凱基63售01,其他等,,none
73047U,宜特群益62售02,其他等,,none
73049U,振曜群益66售01,其他等,,none
73059U,安葆國票68售01,其他等,,none
73060U,宏捷科國票63售01,其他等,,none
73062U,環球晶群益64售01,其他等,,none
73063U,環球晶中信62售03,其他等,,none
73064U,環球晶元大62售04,其他等,,none
73068U,均華群益63售01,其他等,,none
73073U,環球晶國票64售03,其他等,,none
73077U,漢達國票65售02,其他等,,none
73079U,博智凱基63售06,其他等,,none
73080U,順達元大63售11,其他等,,none
73082U,信驊台新63售04,其他等,,none
73085U,信驊永豐63售01,其他等,,none
73087U,信驊元大63售03,其他等,,none
73091U,信驊國票64售02,其他等,,none
73093U,信驊國票65售02,其他等,,none
73094U,漢達國票65售03,其他等,,none
73098U,台半國票65售02,其他等,,none
73100U,威聯通國票65售01,其他等,,none
73101U,崴寶國票65售01,其他等,,none
73103U,雷科國票64售03,其他等,,none
73106U,竹陞國票65售02,其他等,,none
73107U,南俊國票65售01,其他等,,none
73108U,茂達國票65售03,其他等,,none
73110U,高技國票65售03,其他等,,none
73111U,博盛國票65售01,其他等,,none
73112U,雅特力國票65售01,其他等,,none
73113U,弘塑凱基65售02,其他等,,none
